id	X20KW	CL	CW	CD
DE1	5.10227383277087	10.8275604262862	11.3842375792508	24.2061302204964
DE2	5.35099263289588	11.7997296429724	15.8434950537834	26.8440230478382
DE811	5.35379422841786	13.1959460517924	13.2763688671224	22.6337818619252
E2558W	5.22466254292607	12.5943019179659	12.2235171242604	19.6740858834121
EP1	4.82044231487162	9.91449777465753	9.4442437742282	21.8654303663406
F2	4.83713993923931	12.5139568919449	12.6521270293926	22.4472202757812
F2834T	5.42985278645689	11.1971751216916	11.2219999446533	20.1430060805503
F44	3.96768265776431	10.6512698115319	9.7401433718069	19.1208461705361
F6	5.5286014479424	11.9670125378385	12.7567916319434	20.2424755767005
F7	3.44855869348649	11.3827820780573	9.74110483691702	19.7692176672478
GA209	4.60647521135042	9.39030926513632	9.23214269001647	20.7962216748971
GT112	5.27829153573211	12.459429434089	12.8494546667082	22.752809617947
H100	5.15287311595953	12.3701652309795	16.9425505974328	23.441879252181
H105W	NA	11.6371717425766	14.476564453569	27.3523081524341
H84	5.23328094126551	11.171754637572	12.2282923111128	21.7636845829983
H91	4.9264289875116	13.0693296336491	12.9291495098508	21.9244632425338
H95	4.23076874113466	11.3299970008511	11.4852334205804	22.5839905182273
H99	4.56089470519498	11.7102760756842	10.8698464868755	20.0932633768087
HP301	2.92084461179474	11.7460721146885	10.0401651910953	20.1714021092368
I137TN	4.63506755210366	12.0694838019849	13.5988760979099	23.5352412743634
I29	4.33695375188447	10.2354763488462	13.233912191479	24.2748052097617
IA2132	4.2488164250863	11.3793675642616	11.1871412440152	23.2731797172562
Ia5125	NA	9.26376629511813	10.4455972624738	21.011370955562
IDS28	NA	10.0522879875936	9.46741218470345	20.8251392333596
IDS91	3.74367083528557	11.5428680736872	10.8091167039614	19.7236618776158
Il101T	NA	10.9242528684891	10.421047334703	20.5098413449844
Il14H	4.69362485891193	10.2218627293773	9.74480866748718	22.591635330254
Il677a	4.90135272031254	10.3805307780305	11.3635349661565	22.4370952629515
Ill.Hy	5.85528942740979	10.6735201223584	11.9711246249424	25.9574038753234
K4	4.53834805020917	12.6770471016798	12.3670558672249	21.2342951565381
K55	4.75116334775969	11.2980982953128	16.8994576684964	28.4470051276486
K64	4.9409057748176	11.4834498928612	14.9619964253064	25.5526828861737
Ki11	4.80407800593116	12.8013482602196	16.4003486796726	26.5208698797828
Ki44	NA	9.74248027596769	9.15386214654669	19.9108788880523
KUI2021	4.11846890809694	12.0087450221387	14.2226328242354	26.0538501525241
Ky226	4.52858106850079	10.4276277214079	13.4818266703246	22.7043448303867
Ky228	5.17168525659961	10.9559692041698	10.5994718610151	20.7139013537723
L317	4.2708207118649	13.5471567543698	14.5061385200206	21.4864089791073
M14	4.2873694564142	11.9528941750788	10.5993234724608	21.0872500578621
M162W	5.77817271309383	11.0673301994618	12.5208329472567	22.8734937975804
M37W	5.01759963773116	12.0385696779589	12.7687163362909	22.8091266321659
MEF156-55-2	NA	11.7033851708248	NA	NA
Mo.G	5.31520033692699	13.1463861618528	14.5733024026723	24.4380780053242
Mo17	5.72030874529629	14.3993420407545	11.6913052919177	20.2184375050908
Mo1W	4.03178776887129	10.0057542385248	11.9992483049631	23.2436891348649
Mo24W	4.99946716020676	14.8608555861149	21.2007660207708	28.3144666450748
Mo44	5.03516923518758	12.8694327429036	14.3418504932051	21.6403393169731
Mo45	3.96974715309933	14.1559152163586	14.2715412941578	22.5781894515617
Mo46	4.78103280927226	10.4844181276135	11.7983741741368	23.8703637155058
Mo47	4.1810225279143	11.2199102670634	11.8355664517848	22.1295007907218
Mp339	5.52037869961457	11.8269388919899	12.4357676571454	22.4177027695643
MS1334	4.17459283662697	12.709458282224	13.3994152258884	21.544409979788
MS153	4.98142456648096	12.3230889585131	14.0951414894077	24.8426843541773
Ms71	5.14491383129914	12.955562840691	12.4588341497079	22.2076147569098
Mt42	3.6174317891167	11.8167045493019	10.8627039645764	21.8990450650882
N192	4.75598483376726	12.8810348745085	12.6897683264874	23.6722204953068
N28Ht	4.30268217093643	11.3270712246539	13.426422740529	24.117095615527
N6	4.58294222064051	12.3808883207295	13.2701912763449	24.5123491335174
N7A	NA	11.5994051794841	12.9347475329705	22.9082841451557
NC222	4.94206112807581	8.9767196878382	10.1967274228536	21.7620149747205
NC230	4.64302557572326	8.9862109264767	9.93002039095705	20.0528909089318
NC232	4.80407800593116	11.8754577291822	16.869830769592	28.4759217696272
NC236	4.93005573637801	10.7856490789204	10.8080259726886	20.6929553000094
NC238	4.93632223779056	10.9681602764134	13.4316627742889	21.6089966413065
NC250	4.67172859178874	11.2350785279662	13.1007287172898	22.868777218023
NC258	4.56688691972433	11.6380143617323	13.927231167812	22.9672396861673
NC260	4.23437660186432	12.6601216525943	13.3574749666137	22.1780824660215
NC262	5.19912028568346	9.73603013160983	9.95722532918437	22.9938758457858
NC264	4.72745913002126	10.7666234144359	10.7861102179351	21.0548231958303
NC268	4.86110834871496	11.0732830569122	10.7341456804592	19.964815134979
NC290A	5.38930399342562	11.1461589941976	12.2502204521353	25.1681668043567
NC292	4.38409084438932	10.4948460651008	12.801324892873	26.2084483620909
NC294	4.09739226919703	11.3480150768425	10.9792851487383	22.2403617176522
NC296	5.13635006698669	11.5372904843284	9.77177182333064	19.74771824043
NC298	4.93080451449848	13.2056907610885	10.3754068888064	18.6602096693646
NC302	5.13844234992225	11.0152564752159	11.6980344661176	20.1843969584101
NC304	4.68601232558028	10.1563378237773	11.426771677537	23.018645755929
NC306	5.23793356494837	11.8508210524372	12.4757561117075	21.7917865113924
NC308	5.03500513641499	11.54817706601	12.6575449797675	22.3057829362435
NC310	3.7914519125285	11.6494680639736	13.9155312218985	24.9413028687142
NC312	5.09657455900569	12.1310670509319	13.3372005714956	21.2015400382154
NC316	4.38214206239319	10.7242864369609	12.8903369620211	22.6662851223498
NC318	4.08649281862744	11.2315314332789	9.7434914289044	17.14295721644
NC320	4.76640022981465	11.0376391347333	11.0524578782726	21.5744626855264
NC324	4.466268676973	10.2145335210319	11.4663619440785	21.3727713521171
NC326	4.37537187742811	12.9925614267835	21.9374760274864	26.396819381361
NC328	4.35268250139242	11.3055569077035	12.8954898270891	25.1631598893226
NC33	NA	NA	NA	NA
NC330	4.38810017215304	11.9965743341443	16.8499744759249	24.5623588584205
NC332	4.4574050413254	11.8296140621026	13.3372005701564	21.473819108962
NC334	4.28406676039606	10.936657925253	11.3097471967729	17.4417911890272
NC336	5.61433086418493	12.832593678387	11.1944399826913	22.054166615081
NC338	5.16921130318402	11.7118170380154	12.5838758986629	22.4830881986831
NC340	5.82066819902737	12.118692975092	14.1570617231237	24.1926494081712
NC342	5.1003181813932	12.4227728197285	13.7610741882473	23.5967148643548
NC344	4.42103452147915	12.057251706042	13.9339163237572	22.8224472913505
NC346	5.72509990658255	11.6755243192643	10.7626719136886	21.0423404586702
NC348	5.14645418987306	11.6056081571336	10.6855774107638	19.5372839518655
NC350	4.87264970424706	10.7102944785645	10.4810878648637	20.0380163274368
NC352	5.79055929312663	13.3614695846836	11.0641748570031	21.7412086106786
NC354	4.81116728168542	10.6698168363777	12.1239836407609	22.3234763281334
NC356	4.61345613687197	9.82086806304267	9.29081793539774	21.274805674307
NC358	4.3947741972141	11.8182567248707	11.9619702198305	21.2835659154429
NC360	5.04088488931508	12.042612946707	11.680351014042	21.7347997378886
NC362	4.55759200917683	12.2889251809966	12.3184871956331	22.5949247134744
NC364	4.44385758431934	11.0187874723262	12.2382958226619	24.7933981866479
NC366	5.69117427814132	11.8929186929553	12.6487713814746	21.8032992372596
NC368	6.10324409358938	9.9506612892944	12.5173005803398	25.1312259225743
NC370	5.17580139575544	11.0264697811604	13.2298610102706	21.6393975099703
NC372	4.24058288336891	12.5092786687731	15.3743815661305	25.1275534976486
ND246	3.37998126427418	11.9132768705402	11.1033768760498	19.5483690870097
Oh40B	4.53660491655265	14.0346175696461	14.5768970143866	20.8202719420398
Oh43	4.25089942324343	13.7126337897985	12.5615673438656	23.4621286187422
Oh43E	4.55126720644309	12.6365725200071	12.4830607707107	22.150916450381
Oh603	5.14491383129914	11.5081978053225	15.9400158559301	20.6145181525857
Oh7B	5.35350542480771	13.3855320368622	17.185166523983	21.8674859250657
Os420	4.67070030149819	11.4691397551329	14.9375105048913	25.5088125374435
P39	NA	11.7535671804436	10.0498066210218	19.3796538251115
Pa762	5.07939364629662	11.4087629687086	11.2035952383294	23.4898453091576
Pa875	4.49951049539588	10.4486422762144	9.63804373954266	19.7492014842445
Pa880	4.71238309156179	11.7086474059638	16.7989835861121	24.7551113965514
Pa91	5.02204846856848	11.952360125674	12.3092507480945	22.7681236002397
R168	3.19305987858714	10.6591839146274	9.50367519406513	19.3947499089331
R177	5.15998538151818	11.9312618131836	15.1716033403586	21.7370216170562
R229	4.65350810760221	11.1273628424784	13.9222126221605	23.870997588366
R4	3.86882579139071	12.0329487679958	12.4768855595374	22.5182029048554
SA24	3.84455667579173	12.8010498932779	11.2831867703831	18.7367209250355
SC357	4.04026223834828	11.3368671390751	18.8518968718373	21.9664271016523
SC55	4.96177361472592	10.2575716080976	11.2783000100147	22.9680485954536
SD40	4.58973771700242	11.578553024797	9.9963547915981	22.1933011335293
SD44	4.62674312702877	10.2367251475728	13.645221824063	23.339434964078
Sg1533	3.78538915398728	10.6483994986874	10.2148354928023	19.5321005992874
SG18	3.37668572980784	11.4225017654596	11.1889854934729	19.0978702783599
T232	6.51214057098426	11.0986679050991	13.4898033243643	20.9837728476677
T234	5.29051845240721	12.0911531210192	14.4062621974297	21.9408481709222
T8	4.89454597137026	11.7504075100354	12.2083045144534	19.3814314721631
Tx601	NA	10.7819668249095	13.2583592683347	24.618734929957
Tzi10	NA	NA	NA	NA
Tzi11	4.31877020559267	10.1077808356233	10.8400198198878	20.7868065440219
Tzi18	5.14412378057977	12.4448748662885	22.7018708279925	24.8655984149848
Tzi25	5.19882883033593	12.3081595688276	13.7255065453668	22.6779537323135
Tzi8	5.24486351304324	11.9701662481047	12.7440691014703	21.2028424463495
Tzi9	5.32452489533551	12.150505348239	19.1194256458013	22.6941051233654
Va102	4.51570606296604	11.9912890259958	12.6428307927255	22.8273889079671
Va22	4.32102146027778	13.4352577463679	13.5093814524728	21.8895084864989
Va26	4.50632064770324	12.0641011435508	12.7309650318053	24.03804662004
Va35	5.37185000282504	12.8904691669579	14.1644238138133	22.0082280039477
Va59	4.76252095963268	11.9657632529287	11.7522303415435	20.3984848543578
Va85	5.88309616078987	14.2449983322369	16.1999193929662	22.4093715666325
Va99	4.93620303212474	12.1224623682924	12.3210224367803	22.0420349851314
VaW6	5.48061168437756	14.3983034154812	13.653350213565	22.8107730118459
W117HT	NA	9.45927091187379	9.29337534386974	21.7278939703696
W153R	4.42709869369383	10.8892667446579	10.4808614592319	20.472437193216
W182B	3.75855397543804	13.5797397240106	12.6432599366426	20.3884004423133
W22	3.98285620621733	11.4359361958707	11.70982147147	23.8972554762917
W401	3.87927387841746	11.3221483071295	10.9946764741067	20.8336117078736
W64A	4.20411285019814	10.0868986884303	12.5106767291898	23.9375931143854
Wf9	4.51556291669339	11.3094895530003	14.1660251017506	22.4793622326583
Yu796_NS	4.73676769819938	10.2068868822664	11.5927959101666	20.4899070018016
